Numéro APE,Nom,Inclus dans la classe,Non inclus dans la classe
84.30A,Activités générales de sécurité sociale,"<ul class=""list1"">
            <li>
                <p>les activités de gestion (collecte des cotisations, versement des prestations) de la couverture des risques maladie, maternité, accident du travail, maladie professionnelle, invalidité (temporaire ou permanente), décès, vieillesse (retraite de base de la sécurité sociale) et survie (pensions de réversion)</p>
            </li>
            <li>
                <p>les activités d'administration générale de sécurité sociale (ACOSS, URSSAF)</p>
            </li>
        </ul>",""
84.30B,Gestion des retraites complémentaires,"<ul class=""list1"">
            <li>
                <p>l'activité des caisses de retraites complémentaires au régime de base, tous statuts confondus (AGIRC, ARRCO, IRCANTEC, etc.)</p>
            </li>
        </ul>",""
84.30C,Distribution sociale de revenus,"<ul class=""list1"">
            <li>
                <p>la gestion de l'indemnisation du chômage total ou partiel et des préretraites</p>
            </li>
            <li>
                <p>la gestion des divers types d'allocations familiales</p>
            </li>
            <li>
                <p>la gestion du versement de revenus de substitution</p>
            </li>
        </ul>",""
85.10Z,Enseignement pré-primaire,"<ul class=""list1"">
            <li>
                <p>l'enseignement préprimaire (enseignement antérieur au niveau 1 de la CITE). L'éducation préprimaire est définie comme la première étape de l'instruction organisée et vise essentiellement à préparer les très jeunes enfants à un environnement scolaire, c'est-à-dire à ménager une transition entre la maison et l'école.</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les activités de garderies d'enfants (de jour) (cf. 
                    <a href=""/fr/metadonnees/nafr2/classe/88.91"">88.91</a>)</p>
            </li>
        </ul>"
85.20Z,Enseignement primaire,"","<ul class=""list1"">
            <li>
                <p>l'enseignement pour adultes tel qu'il est défini dans le groupe 
                    <a href=""/fr/metadonnees/nafr2/groupe/85.5"">85.5</a>
                </p>
            </li>
            <li>
                <p>les activités de garderies d'enfants (de jour), y compris les garderies périscolaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/classe/88.91"">88.91</a>)</p>
            </li>
        </ul>"
85.31Z,Enseignement secondaire général,"<ul class=""list1"">
            <li>
                <p>le premier cycle de l'enseignement secondaire général, correspondant plus ou moins à la période couverte par l'obligation scolaire</p>
            </li>
            <li>
                <p>le deuxième cycle de l'enseignement secondaire général, donnant, en principe, accès à l'enseignement supérieur.</p>
            </li>
        </ul>",""
85.32Z,Enseignement secondaire technique ou professionnel,"<ul class=""list1"">
            <li>
                <p>l'enseignement technique et professionnel au-dessous du niveau de l'enseignement supérieur tel qu'il est défini dans le groupe 
                    <a href=""/fr/metadonnees/nafr2/groupe/85.4"">85.4</a>.</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'enseignement supérieur technique ou professionnel (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/85.4"">85.4</a>)</p>
            </li>
            <li>
                <p>les cours d'arts du spectacle vivant à des fins récréatives, de loisirs ou de développement personnel (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.52Z"">85.52Z</a>)</p>
            </li>
            <li>
                <p>les écoles de conduite automobile non destinées à des chauffeurs professionnels (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.53Z"">85.53Z</a>)</p>
            </li>
            <li>
                <p>la formation professionnelle entrant dans le cadre d'activités d'action sociale sans hébergement (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/88.10C"">88.10C</a> et 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/88.99B"">88.99B</a>)</p>
            </li>
        </ul>"
85.41Z,Enseignement post-secondaire non supérieur,"",""
85.42Z,Enseignement supérieur,"<ul class=""list1"">
            <li>
                <p>les premier, deuxième et troisième cycles de l'enseignement supérieur.</p>
            </li>
        </ul>",""
85.51Z,Enseignement de disciplines sportives et d'activités de loisirs,"<ul class=""list1"">
            <li>
                <p>la formation sportive (base-ball, basket-ball, cricket, football, etc.)</p>
            </li>
            <li>
                <p>les camps offrant une formation sportive</p>
            </li>
            <li>
                <p>les cours de gymnastique</p>
            </li>
            <li>
                <p>les cours d'équitation donnés dans des académies ou écoles</p>
            </li>
            <li>
                <p>les cours de natation</p>
            </li>
            <li>
                <p>les instructeurs de sports, professeurs et entraîneurs professionnels indépendants</p>
            </li>
            <li>
                <p>les cours d'arts martiaux</p>
            </li>
            <li>
                <p>les cours de jeux de cartes (comme le bridge)</p>
            </li>
            <li>
                <p>les cours de yoga</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'enseignement culturel (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.52Z"">85.52Z</a>)</p>
            </li>
        </ul>"
85.52Z,Enseignement culturel,"<ul class=""list1"">
            <li>
                <p>les professeurs de piano et les autres cours de musique</p>
            </li>
            <li>
                <p>les cours d'art</p>
            </li>
            <li>
                <p>les écoles de théâtre (à l'exclusion des établissements universitaires)</p>
            </li>
            <li>
                <p>les écoles de beaux-arts (à l'exclusion des établissements universitaires)</p>
            </li>
            <li>
                <p>les écoles d'arts du spectacle vivant (à l'exclusion des établissements universitaires)</p>
            </li>
            <li>
                <p>les écoles de photographie ne débouchant pas sur un diplôme professionnel</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les cours de langues étrangères (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.59B"">85.59B</a>)</p>
            </li>
            <li>
                <p>les écoles de photographie débouchant sur un diplôme professionnel (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.32Z"">85.32Z</a> ou 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.42Z"">85.42Z</a>)</p>
            </li>
        </ul>"
85.53Z,Enseignement de la conduite,"<ul class=""list1"">
            <li>
                <p>les écoles de conduite préparant aux différents types de permis de conduire</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les écoles de conduite destinées à des chauffeurs professionnels (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.32Z"">85.32Z</a>)</p>
            </li>
            <li>
                <p>la formation technique et professionnelle pour les conducteurs de taxi (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.32Z"">85.32Z</a>)</p>
            </li>
        </ul>"
85.59A,Formation continue d'adultes,"<ul class=""list1"">
            <li>
                <p>la formation professionnelle destinée à des adultes entrés dans la vie active</p>
            </li>
            <li>
                <p>la formation interne des administrations publiques</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'alphabétisation des adultes (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.20Z"">85.20Z</a>)</p>
            </li>
            <li>
                <p>l'enseignement secondaire général (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.31Z"">85.31Z</a>)</p>
            </li>
            <li>
                <p>l'enseignement secondaire technique ou professionnel (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.32Z"">85.32Z</a>)</p>
            </li>
            <li>
                <p>l'enseignement supérieur (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/85.4"">85.4</a>)</p>
            </li>
        </ul>"
85.59B,Autres enseignements,"<ul class=""list1"">
            <li>
                <p>les autres activités éducatives ne pouvant pas être classées par niveau</p>
            </li>
            <li>
                <p>le tutorat universitaire</p>
            </li>
            <li>
                <p>les centres de formation offrant des cours de rattrapage</p>
            </li>
            <li>
                <p>les cours de révision en vue d'examens professionnels</p>
            </li>
            <li>
                <p>les activités de soutien scolaire, généralement à domicile, dispensées par des organismes ou des professeurs indépendants (leçon, aide aux devoirs, etc.)</p>
            </li>
            <li>
                <p>les cours de langues et de compétences conversationnelles, hors formation professionnelle continue</p>
            </li>
            <li>
                <p>la formation informatique, hors formation professionnelle continue</p>
            </li>
            <li>
                <p>l'instruction religieuse</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>l'enseignement secondaire général (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.31Z"">85.31Z</a>)</p>
            </li>
            <li>
                <p>l'enseignement secondaire technique ou professionnel (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.32Z"">85.32Z</a>)</p>
            </li>
            <li>
                <p>l'enseignement supérieur (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/85.4"">85.4</a>)</p>
            </li>
            <li>
                <p>l'organisation d'activités de soutien scolaire sans prestation de service d'enseignement (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/85.60Z"">85.60Z</a>)</p>
            </li>
        </ul>"
85.60Z,Activités de soutien à l'enseignement,"<ul class=""list1"">
            <li>
                <p>le conseil dans le domaine éducatif</p>
            </li>
            <li>
                <p>les activités de conseil en orientation scolaire</p>
            </li>
            <li>
                <p>les activités d'évaluation des tests de connaissances</p>
            </li>
            <li>
                <p>les activités de tests de connaissances</p>
            </li>
            <li>
                <p>l'organisation de programmes d'échanges d'étudiants</p>
            </li>
            <li>
                <p>l'organisation d'activités de soutien scolaire sans prestation de service d'enseignement</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la recherche et le développement expérimental en sciences humaines et sociales (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/72.20Z"">72.20Z</a>)</p>
            </li>
        </ul>"
86.10Z,Activités hospitalières,"<ul class=""list1"">
            <li>
                <p>les activités d'hospitalisation de court ou long séjour, c'est-à-dire les activités médicales de diagnostic et de soins des établissements hospitaliers et des cliniques, publics ou privés, dans des établissements généraux (hôpitaux locaux, régionaux, universitaires, hôpitaux militaires, thermaux ou pénitentiaires) et des établissements spécialisés (hôpitaux psychiatriques et de désintoxication, hôpitaux traitant des maladies infectieuses, maternités, sanatoriums spécialisés). Ces activités concernent principalement des patients hospitalisés. Elles sont exercées sous la responsabilité de médecins et comprennent :</p>
                <ul class=""list1"">
                    <li>
                        <p>les services du personnel médical et paramédical</p>
                    </li>
                    <li>
                        <p>les services des laboratoires et installations techniques, y compris les services de radiologie et d'anesthésie,</p>
                    </li>
                    <li>
                        <p>les services d'urgences</p>
                    </li>
                    <li>
                        <p>les services des salles d'opération, les services de pharmacie, d'hébergement, de restauration et les autres services hospitaliers</p>
                    </li>
                    <li>
                        <p>les services des centres de planning familial assurant des actes médicaux tels que la stérilisation ou l'interruption de grossesse, avec hébergement</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>les services du personnel médical et paramédical</p>
                    </li>
                    <li>
                        <p>les services des laboratoires et installations techniques, y compris les services de radiologie et d'anesthésie,</p>
                    </li>
                    <li>
                        <p>les services d'urgences</p>
                    </li>
                    <li>
                        <p>les services des salles d'opération, les services de pharmacie, d'hébergement, de restauration et les autres services hospitaliers</p>
                    </li>
                    <li>
                        <p>les services des centres de planning familial assurant des actes médicaux tels que la stérilisation ou l'interruption de grossesse, avec hébergement</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les activités de laboratoire et inspections de tous les types de matériaux et produits, à l'exclusion des produits médicaux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/71.20B"">71.20B</a>)</p>
            </li>
            <li>
                <p>les activités vétérinaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/75.00Z"">75.00Z</a>)</p>
            </li>
            <li>
                <p>les soins médicaux dispensés au personnel militaire en campagne (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/84.22Z"">84.22Z</a>)</p>
            </li>
            <li>
                <p>l'exercice de la médecine ambulatoire en milieu hospitalier ou en clinique et les services des médecins consultants privés à des personnes hospitalisées (cf. 
                    <a href=""/fr/metadonnees/nafr2/groupe/86.2"">86.2</a>)</p>
            </li>
            <li>
                <p>les activités de pratique dentaire de nature générale ou spécifique (dentisterie, endodontie et dentisterie pédiatrique, pathologie orale, activités d'orthodontie) (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.23Z"">86.23Z</a>)</p>
            </li>
            <li>
                <p>les activités de transport en ambulance (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.90A"">86.90A</a>)</p>
            </li>
            <li>
                <p>les services des laboratoires d'analyses médicales (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.90B"">86.90B</a>)</p>
            </li>
        </ul>"
86.21Z,Activité des médecins généralistes,"<ul class=""list1"">
            <li>
                <p>les consultations données et les soins dispensés dans le domaine de la médecine générale par les médecins généralistes</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les activités de soins hospitaliers (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.10Z"">86.10Z</a>)</p>
            </li>
            <li>
                <p>les activités des sages-femmes et les activités paramédicales comme celles des infirmières et des physiothérapeutes (cf. 
                    <a href=""/fr/metadonnees/nafr2/classe/86.90"">86.90</a>)</p>
            </li>
        </ul>"
86.22A,Activités de radiodiagnostic et de radiothérapie,"<ul class=""list1"">
            <li>
                <p>les activités de radiodiagnostic et de radiothérapie</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les activités de soins hospitaliers (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.10Z"">86.10Z</a>)</p>
            </li>
            <li>
                <p>les activités des sages-femmes et les activités paramédicales comme celles des infirmières et des physiothérapeutes (cf. 
                    <a href=""/fr/metadonnees/nafr2/classe/86.90"">86.90</a>)</p>
            </li>
        </ul>"
86.22B,Activités chirurgicales,"<ul class=""list1"">
            <li>
                <p>les consultations et les soins dispensés par les chirurgiens</p>
            </li>
        </ul>",""
86.22C,Autres activités des médecins spécialistes,"<ul class=""list1"">
            <li>
                <p>les consultations et les soins dispensés par les médecins spécialistes</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les activités de radiodiagnostic et de radiothérapie (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.22A"">86.22A</a>)</p>
            </li>
            <li>
                <p>les consultations et les soins dispensés par les chirurgiens (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.22B"">86.22B</a>)</p>
            </li>
        </ul>"
86.23Z,Pratique dentaire,"<ul class=""list1"">
            <li>
                <p>les activités de pratique dentaire de nature générale ou spécifique (art dentaire, endodontie et dentisterie pédiatrique, pathologie orale)</p>
            </li>
            <li>
                <p>les activités d'orthodontie</p>
            </li>
            <li>
                <p>les activités de chirurgie buccale</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la fabrication de dents artificielles, de dentiers et de prothèses par des laboratoires dentaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/32.50A"">32.50A</a>)</p>
            </li>
            <li>
                <p>les activités de soins hospitaliers (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.10Z"">86.10Z</a>)</p>
            </li>
            <li>
                <p>les activités du personnel paramédical dans le domaine des soins dentaires, tels que les hygiénistes dentaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.90D"">86.90D</a>)</p>
            </li>
        </ul>"
86.90A,Ambulances,"<ul class=""list1"">
            <li>
                <p>le transport par ambulance de patients par tout mode de transport, y compris l'avion.</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>le transfert de patients, sans équipement d'intervention, ni personnel médical (cf.49, 50 et 51)</p>
            </li>
            <li>
                <p>l'activité des blocs opératoires mobiles (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.10Z"">86.10Z</a>)</p>
            </li>
        </ul>"
86.90B,Laboratoires d'analyses médicales,"<ul class=""list1"">
            <li>
                <p>les activités des laboratoires d'analyses médicales (sang, urine, etc.)</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la fabrication de dents artificielles, de dentiers et de prothèses par des laboratoires dentaires (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/32.50A"">32.50A</a>)</p>
            </li>
            <li>
                <p>les activités de laboratoire d'analyses non médicales (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/71.20B"">71.20B</a>)</p>
            </li>
            <li>
                <p>les activités de contrôle dans le domaine de l'hygiène alimentaire (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/71.20B"">71.20B</a>)</p>
            </li>
            <li>
                <p>l'analyse et l'interprétation d'images médicales (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.22A"">86.22A</a>)</p>
            </li>
        </ul>"
86.90C,Centres de collecte et banques d'organes,"<ul class=""list1"">
            <li>
                <p>les activités des banques de sang, des banques de sperme, des banques d'organes aux fins de transplantation, etc.</p>
            </li>
            <li>
                <p>les lactariums</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>la transformation du sang (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/21.10Z"">21.10Z</a>) et la fabrication de sérums thérapeutiques et autres constituants du sang (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/21.20Z"">21.20Z</a>)</p>
            </li>
        </ul>"
86.90F,Activités de santé humaine non classées ailleurs,"<ul class=""list1"">
            <li>
                <p>les activités pour la santé humaine non répertoriées dans les classes précédentes, éventuellement exercées hors d'un cadre réglementé :</p>
                <ul class=""list1"">
                    <li>
                        <p>activités des praticiens exerçant dans les domaines de la psychothérapie et de la psychanalyse</p>
                    </li>
                    <li>
                        <p>activités des psychologues à vocation thérapeutique</p>
                    </li>
                    <li>
                        <p>activités des sophrologues à vocation thérapeutique</p>
                    </li>
                    <li>
                        <p>activités des praticiens exerçant dans les domaines de l'acupuncture, de l'homéopathie, etc.</p>
                    </li>
                    <li>
                        <p>activités des guérisseurs, rebouteux, etc.</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>activités des praticiens exerçant dans les domaines de la psychothérapie et de la psychanalyse</p>
                    </li>
                    <li>
                        <p>activités des psychologues à vocation thérapeutique</p>
                    </li>
                    <li>
                        <p>activités des sophrologues à vocation thérapeutique</p>
                    </li>
                    <li>
                        <p>activités des praticiens exerçant dans les domaines de l'acupuncture, de l'homéopathie, etc.</p>
                    </li>
                    <li>
                        <p>activités des guérisseurs, rebouteux, etc.</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les activités des psychologues auprès des particuliers, hors conseil à vocation thérapeutique (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/96.09Z"">96.09Z</a>)</p>
            </li>
        </ul>"
87.10A,Hébergement médicalisé pour personnes âgées,"<ul class=""list1"">
            <li>
                <p>l'accueil et l'hébergement, assortis de soins médicaux, sans médecin à demeure, de personnes âgées dans des établissements de moyen et long séjour, des centres de convalescence, des maisons de repos, etc.</p>
                <ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : établissement d'hébergement pour personnes âgées dépendantes (EHPAD), maison de retraite</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : établissement d'hébergement pour personnes âgées dépendantes (EHPAD), maison de retraite</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les services à domicile fournis par des professionnels de santé (cf. 
                    <a href=""/fr/metadonnees/nafr2/division/86"">86</a>)</p>
            </li>
            <li>
                <p>les activités des résidences pour personnes âgées sans soins médicaux ou dispensant des soins médicaux limités (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.30A"">87.30A</a>)</p>
            </li>
        </ul>"
87.10B,Hébergement médicalisé pour enfants handicapés,"<ul class=""list1"">
            <li>
                <p>l'accueil, l'hébergement et la rééducation, assortis de soins médicaux, sans médecin à demeure, d'enfants handicapés dans des établissements de moyen et long séjour, des centres de convalescence, des maisons de repos, etc.</p>
                <ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : instituts médico-éducatif (IME), médico-pédagogique (IMP), thérapeutique éducatif et pédagogique (ITEP)</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : instituts médico-éducatif (IME), médico-pédagogique (IMP), thérapeutique éducatif et pédagogique (ITEP)</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les services à domicile fournis par des professionnels de santé (cf. 
                    <a href=""/fr/metadonnees/nafr2/division/86"">86</a>)</p>
            </li>
            <li>
                <p>les activités d'hébergement social pour handicapés mentaux et malades mentaux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.20A"">87.20A</a>)</p>
            </li>
            <li>
                <p>les activités des établissements pour handicapés physiques sans soins médicaux ou dispensant des soins médicaux limités (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.30B"">87.30B</a>)</p>
            </li>
            <li>
                <p>les activités d'action sociale avec hébergement, telles que les orphelinats, les foyers et maisons maternelles pour enfants (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.90A"">87.90A</a>)</p>
            </li>
        </ul>"
87.10C,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé,"<ul class=""list1"">
            <li>
                <p>l'accueil, l'hébergement et la réadaptation, assortis de soins médicaux, sans médecin à demeure, d'adultes handicapés et d'autres personnes en difficulté dans des établissements de moyen et long séjour, des centres de convalescence, des maisons de repos, etc.</p>
                <ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : maison d'accueil spécialisé (MAS), foyer d'accueil médicalisé (FAM)</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : maison d'accueil spécialisé (MAS), foyer d'accueil médicalisé (FAM)</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les services à domicile fournis par des professionnels de santé (cf. 
                    <a href=""/fr/metadonnees/nafr2/division/86"">86</a>)</p>
            </li>
            <li>
                <p>les activités d'hébergement social pour handicapés mentaux et malades mentaux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.20A"">87.20A</a>)</p>
            </li>
            <li>
                <p>les activités des établissements pour handicapés physiques sans soins médicaux ou dispensant des soins médicaux limités (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.30B"">87.30B</a>)</p>
            </li>
            <li>
                <p>les activités d'action sociale avec hébergement, telles que les foyers d'accueil temporaire pour sans-abri (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.90B"">87.90B</a>)</p>
            </li>
        </ul>"
87.20A,Hébergement social pour handicapés mentaux et malades mentaux,"<ul class=""list1"">
            <li>
                <p>l'accueil, l'hébergement et la réadaptation de personnes souffrant d'une déficience mentale ou d'une maladie mentale. Les établissements concernés (établissements spécialisés, centres de convalescence, etc.) procurent hébergement, nourriture, surveillance, conseil, ainsi que quelques soins de santé, sans médecin à demeure.</p>
                <ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : foyer d'hébergement, foyer de vie</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : foyer d'hébergement, foyer de vie</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les services hospitaliers pour les personnes souffrant d'une déficience mentale, d'une maladie mentale (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.10Z"">86.10Z</a>)</p>
            </li>
            <li>
                <p>les activités des établissements pour handicapés physiques sans soins médicaux ou dispensant des soins médicaux limités (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.30B"">87.30B</a>)</p>
            </li>
        </ul>"
87.20B,Hébergement social pour toxicomanes,"<ul class=""list1"">
            <li>
                <p>l'accueil, l'hébergement et la réadaptation de personnes souffrant d'alcoolisme ou de toxicomanie. Les établissements concernés (établissements spécialisés, centres de convalescence, etc.) procurent hébergement, nourriture, surveillance, conseil, ainsi que quelques soins de santé, sans médecin à demeure.</p>
            </li>
        </ul>","<ul class=""list1"">
            <li>
                <p>les services hospitaliers pour les personnes souffrant d'alcoolisme ou de toxicomanie (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/86.10Z"">86.10Z</a>)</p>
            </li>
        </ul>"
87.30A,Hébergement social pour personnes âgées,"<ul class=""list1"">
            <li>
                <p>l'accueil et l'hébergement de personnes âgées qui ne sont pas autonomes ou qui ne désirent plus vivre de manière autonome. Les établissements concernés (établissements de moyen et long séjour, maisons de repos, etc.) procurent hébergement, nourriture, surveillance et une aide dans les activités quotidiennes de la vie, telles que les tâches domestiques. Dans certains cas, ces établissements procurent des soins médicaux limités aux résidents dans des installations distinctes, sans médecin à demeure.</p>
                <ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : logement-foyer</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : logement-foyer</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les activités des résidences pour personnes âgées dispensant des soins médicaux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.10A"">87.10A</a>)</p>
            </li>
        </ul>"
87.30B,Hébergement social pour handicapés physiques,"<ul class=""list1"">
            <li>
                <p>l'accueil, l'hébergement et la réadaptation de personnes handicapées physiques qui ne sont pas autonomes ou qui ne désirent pas vivre de manière autonome. Les établissements concernés (établissements de moyen et long séjour, maisons de repos, etc.) procurent hébergement, nourriture, surveillance et une aide dans les activités quotidiennes de la vie, telles que les tâches domestiques. Dans certains cas, ces établissements procurent des soins médicaux limités aux résidents dans des installations distinctes, sans médecin à demeure.</p>
                <ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : foyer d'hébergement, foyer de vie</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : foyer d'hébergement, foyer de vie</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>les activités des établissements pour handicapés dispensant des soins médicaux (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/87.10B"">87.10B</a>, C)</p>
            </li>
        </ul>"
87.90A,Hébergement social pour enfants en difficultés,"<ul class=""list1"">
            <li>
                <p>l'accueil, l'hébergement et la rééducation d'enfants et d'adolescents protégés par suite d'une décision de justice ou socialement en difficultés, dans la mesure où les soins médicaux, l'enseignement ou la formation ne jouent pas de rôle important :</p>
                <ul class=""list1"">
                    <li>
                        <p>l'hébergement en famille d'accueil</p>
                    </li>
                    <li>
                        <p>les activités des maisons maternelles et orphelinats</p>
                    </li>
                    <li>
                        <p>les activités d'autres foyers et résidences pour enfants et adolescents en difficultés</p>
                    </li>
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : foyer de l'enfance, maison d'enfants à caractère social</p>
                    </li>
                </ul>
            </li>
        </ul><ul class=""list1"">
                    <li>
                        <p>l'hébergement en famille d'accueil</p>
                    </li>
                    <li>
                        <p>les activités des maisons maternelles et orphelinats</p>
                    </li>
                    <li>
                        <p>les activités d'autres foyers et résidences pour enfants et adolescents en difficultés</p>
                    </li>
                    <li>
                        <p>par exemple, services fournis par les établissements suivants : foyer de l'enfance, maison d'enfants à caractère social</p>
                    </li>
                </ul>","<ul class=""list1"">
            <li>
                <p>l'accueil de jour de jeunes enfants par des crèches et garderies d'enfants (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/88.91A"">88.91A</a>) ou des centres de jour pour enfants et jeunes handicapés (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/88.91B"">88.91B</a>)</p>
            </li>
            <li>
                <p>les activités d'adoption (cf. 
                    <a href=""/fr/metadonnees/nafr2/sousClasse/88.99A"">88.99A</a>)</p>
            </li>
        </ul>"
